path,filename,class_name,label,n_masks,mask_paths,group,content_md5
Dataset_BUSI\benign\benign (25).png,benign (25).png,benign,0,2,Dataset_BUSI\benign\benign (25)_mask.png|Dataset_BUSI\benign\benign (25)_mask_1.png,58,108efa35e07aa1d04b8f63f8c9922182
Dataset_BUSI\benign\benign (250).png,benign (250).png,benign,0,1,Dataset_BUSI\benign\benign (250)_mask.png,134,58eaccfbbdb27bc7201583be4cae351c
Dataset_BUSI\benign\benign (251).png,benign (251).png,benign,0,1,Dataset_BUSI\benign\benign (251)_mask.png,153,b51380978011dd1020c60efec33edffe
Dataset_BUSI\benign\benign (252).png,benign (252).png,benign,0,1,Dataset_BUSI\benign\benign (252)_mask.png,138,c23fc01aa8f3a982cf9edaa44a6ad39c
Dataset_BUSI\benign\benign (253).png,benign (253).png,benign,0,1,Dataset_BUSI\benign\benign (253)_mask.png,119,c3cde89235a6b8191db992f120ad229d
Dataset_BUSI\benign\benign (254).png,benign (254).png,benign,0,1,Dataset_BUSI\benign\benign (254)_mask.png,117,456dd6b676ce639b82f91b97f6239b4f
Dataset_BUSI\benign\benign (255).png,benign (255).png,benign,0,1,Dataset_BUSI\benign\benign (255)_mask.png,149,de01afd6ac7ddd5fcb5f3ce82197b3b6
Dataset_BUSI\benign\benign (256).png,benign (256).png,benign,0,1,Dataset_BUSI\benign\benign (256)_mask.png,112,cb5910025d750dbf693976179e0ccaca
Dataset_BUSI\benign\benign (257).png,benign (257).png,benign,0,1,Dataset_BUSI\benign\benign (257)_mask.png,130,d7bd4ae4420ae7ce2002ec7cb6f2d9c1
Dataset_BUSI\benign\benign (258).png,benign (258).png,benign,0,1,Dataset_BUSI\benign\benign (258)_mask.png,147,3e2ee61b4d37c10fc3bcee5e5505d760
Dataset_BUSI\benign\benign (259).png,benign (259).png,benign,0,1,Dataset_BUSI\benign\benign (259)_mask.png,136,91de2ff522c80d0c827388117f86de6b
Dataset_BUSI\benign\benign (26).png,benign (26).png,benign,0,1,Dataset_BUSI\benign\benign (26)_mask.png,156,67afaa367f63f5d2d00ca4d042cd000b
Dataset_BUSI\benign\benign (260).png,benign (260).png,benign,0,1,Dataset_BUSI\benign\benign (260)_mask.png,120,59fcd1ec3d404d7fcc6b87308dca6982
Dataset_BUSI\benign\benign (261).png,benign (261).png,benign,0,1,Dataset_BUSI\benign\benign (261)_mask.png,142,cbda8c3bfb8375dae9c134b328bc115a
Dataset_BUSI\benign\benign (262).png,benign (262).png,benign,0,1,Dataset_BUSI\benign\benign (262)_mask.png,110,ed7207ad709f43d8a410051197f7d975
Dataset_BUSI\benign\benign (263).png,benign (263).png,benign,0,1,Dataset_BUSI\benign\benign (263)_mask.png,133,3efaf36f45a5aabbda643dce48aa6409
Dataset_BUSI\benign\benign (264).png,benign (264).png,benign,0,1,Dataset_BUSI\benign\benign (264)_mask.png,145,05f7fce6e85c787b61d5962a4b3948df
Dataset_BUSI\benign\benign (265).png,benign (265).png,benign,0,1,Dataset_BUSI\benign\benign (265)_mask.png,122,86fe6c95ad06f50a089fa8f31076c6ad
Dataset_BUSI\benign\benign (266).png,benign (266).png,benign,0,1,Dataset_BUSI\benign\benign (266)_mask.png,150,3cd28f7b5a9585159bb1c952c7896d90
Dataset_BUSI\benign\benign (267).png,benign (267).png,benign,0,1,Dataset_BUSI\benign\benign (267)_mask.png,129,5a0e36b92a1b6683e21f6b7177616253
Dataset_BUSI\benign\benign (268).png,benign (268).png,benign,0,1,Dataset_BUSI\benign\benign (268)_mask.png,123,59811ff275bd5e1336fe95c0c74d279b
Dataset_BUSI\benign\benign (269).png,benign (269).png,benign,0,1,Dataset_BUSI\benign\benign (269)_mask.png,157,22e9e8147951e90ef653f6727e998a50
Dataset_BUSI\benign\benign (27).png,benign (27).png,benign,0,1,Dataset_BUSI\benign\benign (27)_mask.png,158,e9998cbab60e34b0a9c90f1ff602d31b
Dataset_BUSI\benign\benign (270).png,benign (270).png,benign,0,1,Dataset_BUSI\benign\benign (270)_mask.png,121,9e451c4a2911dbc265048dd808f21624
Dataset_BUSI\benign\benign (271).png,benign (271).png,benign,0,1,Dataset_BUSI\benign\benign (271)_mask.png,127,a46211d8ed948184b403cd147ffa3caa
Dataset_BUSI\benign\benign (272).png,benign (272).png,benign,0,1,Dataset_BUSI\benign\benign (272)_mask.png,125,ff040a3942e6df14a1d1da27817a8283
Dataset_BUSI\benign\benign (273).png,benign (273).png,benign,0,1,Dataset_BUSI\benign\benign (273)_mask.png,108,7d6f911dc2b50342e2cb68f887ed7d7b
Dataset_BUSI\benign\benign (274).png,benign (274).png,benign,0,1,Dataset_BUSI\benign\benign (274)_mask.png,105,7874efc4b95ecdcbd001a5a18e8f2170
Dataset_BUSI\benign\benign (275).png,benign (275).png,benign,0,1,Dataset_BUSI\benign\benign (275)_mask.png,114,4e59f038e98f6e12a5521992ed0475c4
Dataset_BUSI\benign\benign (276).png,benign (276).png,benign,0,1,Dataset_BUSI\benign\benign (276)_mask.png,140,0b650a3c78dba236cce7b2731dc587e1
Dataset_BUSI\benign\benign (277).png,benign (277).png,benign,0,1,Dataset_BUSI\benign\benign (277)_mask.png,149,bca3378d4ae1fa076cf46cd047b8b029
Dataset_BUSI\benign\benign (278).png,benign (278).png,benign,0,1,Dataset_BUSI\benign\benign (278)_mask.png,133,3a6bae05a8c5c4d0b5bad49d9ebbdfdd
Dataset_BUSI\benign\benign (279).png,benign (279).png,benign,0,1,Dataset_BUSI\benign\benign (279)_mask.png,150,6554a69c181e2ebc3d242be4140456d2
Dataset_BUSI\benign\benign (28).png,benign (28).png,benign,0,1,Dataset_BUSI\benign\benign (28)_mask.png,159,778b362a386c78e69a44ee3daf7e1d43
Dataset_BUSI\benign\benign (280).png,benign (280).png,benign,0,1,Dataset_BUSI\benign\benign (280)_mask.png,136,89e91044cc96f7f4034ba46b2209bca8
Dataset_BUSI\benign\benign (281).png,benign (281).png,benign,0,1,Dataset_BUSI\benign\benign (281)_mask.png,120,1fe4467e19b70d864f5578297a55b356
Dataset_BUSI\benign\benign (282).png,benign (282).png,benign,0,1,Dataset_BUSI\benign\benign (282)_mask.png,109,b93d3822565bd0b334d257db79477908
Dataset_BUSI\benign\benign (283).png,benign (283).png,benign,0,1,Dataset_BUSI\benign\benign (283)_mask.png,160,2357d636b9c77f6cccf41ebc072ce053
Dataset_BUSI\benign\benign (284).png,benign (284).png,benign,0,1,Dataset_BUSI\benign\benign (284)_mask.png,161,1807841253f88409ad8fb81b9aa88943
Dataset_BUSI\benign\benign (285).png,benign (285).png,benign,0,1,Dataset_BUSI\benign\benign (285)_mask.png,161,264a9a43e174eb912ce85050b4854206
Dataset_BUSI\benign\benign (286).png,benign (286).png,benign,0,1,Dataset_BUSI\benign\benign (286)_mask.png,162,1f7437e4fea8cac560be059fc9ae34c2
Dataset_BUSI\benign\benign (287).png,benign (287).png,benign,0,1,Dataset_BUSI\benign\benign (287)_mask.png,140,1d06dbec31e86f417d6206c613160e1a
Dataset_BUSI\benign\benign (288).png,benign (288).png,benign,0,1,Dataset_BUSI\benign\benign (288)_mask.png,151,446155afa1bc9bc4274e8efad33dc816
Dataset_BUSI\benign\benign (289).png,benign (289).png,benign,0,1,Dataset_BUSI\benign\benign (289)_mask.png,108,84f27ef3396f9487956e567013f6b2e2
Dataset_BUSI\benign\benign (29).png,benign (29).png,benign,0,1,Dataset_BUSI\benign\benign (29)_mask.png,163,cb18ceb1180881be66befa915e00596d
Dataset_BUSI\benign\benign (290).png,benign (290).png,benign,0,1,Dataset_BUSI\benign\benign (290)_mask.png,105,4f28d43d525cc93b135cb040f20c0718
Dataset_BUSI\benign\benign (291).png,benign (291).png,benign,0,1,Dataset_BUSI\benign\benign (291)_mask.png,113,21ccca57769dddb945edbd54d3d318c7
Dataset_BUSI\benign\benign (292).png,benign (292).png,benign,0,1,Dataset_BUSI\benign\benign (292)_mask.png,132,6cb4c76c0e8dedc518e2e2e8bf85b47a
Dataset_BUSI\benign\benign (293).png,benign (293).png,benign,0,1,Dataset_BUSI\benign\benign (293)_mask.png,132,c127af669e130bf5e143f951cc472caf
Dataset_BUSI\benign\benign (294).png,benign (294).png,benign,0,1,Dataset_BUSI\benign\benign (294)_mask.png,143,758ee1691ab89ba0833ecadaa4b6e4c8
Dataset_BUSI\benign\benign (295).png,benign (295).png,benign,0,1,Dataset_BUSI\benign\benign (295)_mask.png,139,1699ebf3669ddbc2e92ad87b9286b39b
Dataset_BUSI\benign\benign (296).png,benign (296).png,benign,0,1,Dataset_BUSI\benign\benign (296)_mask.png,124,228baba1bb61918f2bc7ee19330ef78d
Dataset_BUSI\benign\benign (297).png,benign (297).png,benign,0,1,Dataset_BUSI\benign\benign (297)_mask.png,114,00da4acdb0d34239ea4b9fa462df6a19
Dataset_BUSI\benign\benign (298).png,benign (298).png,benign,0,1,Dataset_BUSI\benign\benign (298)_mask.png,116,b89ee2cfd99fe87b0f54fca05432b600
Dataset_BUSI\benign\benign (299).png,benign (299).png,benign,0,1,Dataset_BUSI\benign\benign (299)_mask.png,141,ea4e4fc87848fb1ee6121d0975781a55
Dataset_BUSI\benign\benign (3).png,benign (3).png,benign,0,1,Dataset_BUSI\benign\benign (3)_mask.png,164,f76963fe8caa7573cf497768ad27f08f
Dataset_BUSI\benign\benign (30).png,benign (30).png,benign,0,1,Dataset_BUSI\benign\benign (30)_mask.png,30,d8206c22ccce5f1eb1134a7cc1866ca0
Dataset_BUSI\benign\benign (300).png,benign (300).png,benign,0,1,Dataset_BUSI\benign\benign (300)_mask.png,146,f7b642bd217fc3fa0fb2eef50a3eb172
Dataset_BUSI\benign\benign (301).png,benign (301).png,benign,0,1,Dataset_BUSI\benign\benign (301)_mask.png,107,2cfe96fc802378bb8a66836a7b2a4148
Dataset_BUSI\benign\benign (302).png,benign (302).png,benign,0,1,Dataset_BUSI\benign\benign (302)_mask.png,106,742576070d040c3cbd7a42a2ef8c702b
Dataset_BUSI\benign\benign (303).png,benign (303).png,benign,0,1,Dataset_BUSI\benign\benign (303)_mask.png,111,79f4548344b16a9aae30e6c4e575a7da
Dataset_BUSI\benign\benign (304).png,benign (304).png,benign,0,1,Dataset_BUSI\benign\benign (304)_mask.png,131,f375bd09660ee19ef2986f2005c4fc71
Dataset_BUSI\benign\benign (305).png,benign (305).png,benign,0,1,Dataset_BUSI\benign\benign (305)_mask.png,154,4468110699043afec3bf1cf959db4108
Dataset_BUSI\benign\benign (306).png,benign (306).png,benign,0,1,Dataset_BUSI\benign\benign (306)_mask.png,135,9b8f68d4767acebaa6ecff4074071d29
Dataset_BUSI\benign\benign (307).png,benign (307).png,benign,0,1,Dataset_BUSI\benign\benign (307)_mask.png,165,a5c4f2c13d75f7e421d3d4cc078a83a1
Dataset_BUSI\benign\benign (308).png,benign (308).png,benign,0,1,Dataset_BUSI\benign\benign (308)_mask.png,166,d29cae0e44013eac7081c68696b10cd5
Dataset_BUSI\benign\benign (309).png,benign (309).png,benign,0,1,Dataset_BUSI\benign\benign (309)_mask.png,167,caa7f46d753223ba6edbf2aec5560d4b
Dataset_BUSI\benign\benign (31).png,benign (31).png,benign,0,1,Dataset_BUSI\benign\benign (31)_mask.png,168,b50964936c35389496491043ebd09b12
Dataset_BUSI\benign\benign (310).png,benign (310).png,benign,0,1,Dataset_BUSI\benign\benign (310)_mask.png,169,9b485de2dd8b4c95227d0f49b3c8869b
Dataset_BUSI\benign\benign (311).png,benign (311).png,benign,0,1,Dataset_BUSI\benign\benign (311)_mask.png,170,caf4e5700249c9062a5feeedae30b72d
Dataset_BUSI\benign\benign (312).png,benign (312).png,benign,0,1,Dataset_BUSI\benign\benign (312)_mask.png,171,3b2864f55c6dfe6d8bae693b9e792949
Dataset_BUSI\benign\benign (313).png,benign (313).png,benign,0,1,Dataset_BUSI\benign\benign (313)_mask.png,172,0ec19ea7f3b9e7c4c6a67252be249760
Dataset_BUSI\benign\benign (314).png,benign (314).png,benign,0,1,Dataset_BUSI\benign\benign (314)_mask.png,173,522d847985b896a9080170220c8843d4
Dataset_BUSI\benign\benign (315).png,benign (315).png,benign,0,2,Dataset_BUSI\benign\benign (315)_mask.png|Dataset_BUSI\benign\benign (315)_mask_1.png,174,6d68e609daddc2c83d1f30cbe7e1c344
Dataset_BUSI\benign\benign (316).png,benign (316).png,benign,0,1,Dataset_BUSI\benign\benign (316)_mask.png,175,26d7a248cc014a43bc332159b63fcc6a
Dataset_BUSI\benign\benign (317).png,benign (317).png,benign,0,1,Dataset_BUSI\benign\benign (317)_mask.png,176,9fb755d640e22e317d5c4831e3e1cee3
Dataset_BUSI\benign\benign (318).png,benign (318).png,benign,0,1,Dataset_BUSI\benign\benign (318)_mask.png,0,91a4cb93c29264015d3c9ce357e7d3a2
Dataset_BUSI\benign\benign (319).png,benign (319).png,benign,0,1,Dataset_BUSI\benign\benign (319)_mask.png,103,4fa73932ebb94f5605113427b5fc0f60
Dataset_BUSI\benign\benign (32).png,benign (32).png,benign,0,1,Dataset_BUSI\benign\benign (32)_mask.png,177,2b951ea715a7276c16752304f5279c11
Dataset_BUSI\benign\benign (320).png,benign (320).png,benign,0,1,Dataset_BUSI\benign\benign (320)_mask.png,164,94dc710cc2728d095fe7a4fcabd501f5
Dataset_BUSI\benign\benign (321).png,benign (321).png,benign,0,1,Dataset_BUSI\benign\benign (321)_mask.png,178,11311b03ae30f2f5913b4aa76d93dc2c
Dataset_BUSI\benign\benign (322).png,benign (322).png,benign,0,1,Dataset_BUSI\benign\benign (322)_mask.png,179,d77cee7619c20284d41bda178864704b
Dataset_BUSI\benign\benign (323).png,benign (323).png,benign,0,1,Dataset_BUSI\benign\benign (323)_mask.png,180,63a6081872368348142f3e3e42cf7056
Dataset_BUSI\benign\benign (324).png,benign (324).png,benign,0,1,Dataset_BUSI\benign\benign (324)_mask.png,181,1c5d5b9849956a726f125ad6205e0c2d
Dataset_BUSI\benign\benign (325).png,benign (325).png,benign,0,1,Dataset_BUSI\benign\benign (325)_mask.png,182,3614f2777c4ffcc81458516f92563d06
Dataset_BUSI\benign\benign (326).png,benign (326).png,benign,0,1,Dataset_BUSI\benign\benign (326)_mask.png,183,5de8c04d012281d885fdc7a49d19dddc
Dataset_BUSI\benign\benign (327).png,benign (327).png,benign,0,1,Dataset_BUSI\benign\benign (327)_mask.png,1,a798bf7bc005d9dc3f962d1faab18b99
Dataset_BUSI\benign\benign (328).png,benign (328).png,benign,0,1,Dataset_BUSI\benign\benign (328)_mask.png,12,7b575cf42f230f4662d54afb9765ab30
Dataset_BUSI\benign\benign (329).png,benign (329).png,benign,0,1,Dataset_BUSI\benign\benign (329)_mask.png,22,5203636c105e5ba9516681062e28f13f
Dataset_BUSI\benign\benign (33).png,benign (33).png,benign,0,1,Dataset_BUSI\benign\benign (33)_mask.png,33,7b15e64bca282c94cfb42177efa97922
Dataset_BUSI\benign\benign (330).png,benign (330).png,benign,0,1,Dataset_BUSI\benign\benign (330)_mask.png,32,0a3f388268eafc05dc68eec2bef300d3
Dataset_BUSI\benign\benign (331).png,benign (331).png,benign,0,1,Dataset_BUSI\benign\benign (331)_mask.png,43,07aac2149775bd9b388faae26f51c6a6
Dataset_BUSI\benign\benign (332).png,benign (332).png,benign,0,1,Dataset_BUSI\benign\benign (332)_mask.png,54,e0a15d7cb6c2a70d8d63f59160fe9faf
Dataset_BUSI\benign\benign (333).png,benign (333).png,benign,0,1,Dataset_BUSI\benign\benign (333)_mask.png,184,8936cf037a7fab889127955fface0669
Dataset_BUSI\benign\benign (334).png,benign (334).png,benign,0,1,Dataset_BUSI\benign\benign (334)_mask.png,185,98492cf19b10882c9881aa81b355e6cd
Dataset_BUSI\benign\benign (335).png,benign (335).png,benign,0,1,Dataset_BUSI\benign\benign (335)_mask.png,186,7395475c578271ef33b39ddb83c9dbb1
Dataset_BUSI\benign\benign (336).png,benign (336).png,benign,0,1,Dataset_BUSI\benign\benign (336)_mask.png,187,7b0b557cdc20cc5ed34546ca300ba285
Dataset_BUSI\benign\benign (337).png,benign (337).png,benign,0,1,Dataset_BUSI\benign\benign (337)_mask.png,188,64958e267fc8903c73e7f998689dfe5a
Dataset_BUSI\benign\benign (338).png,benign (338).png,benign,0,1,Dataset_BUSI\benign\benign (338)_mask.png,189,617a19a654d17fc1c8ebdd65991a3e14
Dataset_BUSI\benign\benign (339).png,benign (339).png,benign,0,1,Dataset_BUSI\benign\benign (339)_mask.png,190,741bb230f16cb4f1650047d1d3e17284
Dataset_BUSI\benign\benign (34).png,benign (34).png,benign,0,1,Dataset_BUSI\benign\benign (34)_mask.png,191,34617300809ffc7b4c3ca7d40593b8d4
Dataset_BUSI\benign\benign (340).png,benign (340).png,benign,0,1,Dataset_BUSI\benign\benign (340)_mask.png,192,194e01fa620ee9f2504a2ea159a086b4
Dataset_BUSI\benign\benign (341).png,benign (341).png,benign,0,1,Dataset_BUSI\benign\benign (341)_mask.png,193,78a19e40634f92b0f548a9eb35c5d652
Dataset_BUSI\benign\benign (342).png,benign (342).png,benign,0,1,Dataset_BUSI\benign\benign (342)_mask.png,194,027d4ba92881ca6fc44e167925d004ea
Dataset_BUSI\benign\benign (343).png,benign (343).png,benign,0,1,Dataset_BUSI\benign\benign (343)_mask.png,195,27294b9a83f370decc24f7c56b2c14d8
Dataset_BUSI\benign\benign (344).png,benign (344).png,benign,0,1,Dataset_BUSI\benign\benign (344)_mask.png,196,a9d12f24c71e6dbe58438f957817f8fa
Dataset_BUSI\benign\benign (345).png,benign (345).png,benign,0,1,Dataset_BUSI\benign\benign (345)_mask.png,197,38ee2ed3ac0d389a468b94350946ea30
Dataset_BUSI\benign\benign (346).png,benign (346).png,benign,0,2,Dataset_BUSI\benign\benign (346)_mask.png|Dataset_BUSI\benign\benign (346)_mask_1.png,198,72dddebb09400095beaeb43e5d343afd
Dataset_BUSI\benign\benign (347).png,benign (347).png,benign,0,1,Dataset_BUSI\benign\benign (347)_mask.png,199,3f5d51d5f6f3d96570051fb6edda741d
Dataset_BUSI\benign\benign (348).png,benign (348).png,benign,0,1,Dataset_BUSI\benign\benign (348)_mask.png,200,4ec4d2debae8b69a05c0360cf1d9c6b1
Dataset_BUSI\benign\benign (349).png,benign (349).png,benign,0,1,Dataset_BUSI\benign\benign (349)_mask.png,201,e39cdbb5369046dbd8aa453265157b19
Dataset_BUSI\benign\benign (35).png,benign (35).png,benign,0,1,Dataset_BUSI\benign\benign (35)_mask.png,80,7740e25fd3705c007e6d57efa7f3c503
Dataset_BUSI\benign\benign (350).png,benign (350).png,benign,0,1,Dataset_BUSI\benign\benign (350)_mask.png,202,064292143323cf83fdaa64b7491a40e3
Dataset_BUSI\benign\benign (351).png,benign (351).png,benign,0,1,Dataset_BUSI\benign\benign (351)_mask.png,203,e76c7e2121231fbdb30af87e80a19f27
Dataset_BUSI\benign\benign (352).png,benign (352).png,benign,0,1,Dataset_BUSI\benign\benign (352)_mask.png,204,b28e08c1c53793349bf4d2577917c24f
Dataset_BUSI\benign\benign (353).png,benign (353).png,benign,0,1,Dataset_BUSI\benign\benign (353)_mask.png,205,7b5824584cec4b3f2a7d97972ecc3b1f
Dataset_BUSI\benign\benign (354).png,benign (354).png,benign,0,1,Dataset_BUSI\benign\benign (354)_mask.png,206,c1fddfe4741a0dfbf859d522a2f03d10
Dataset_BUSI\benign\benign (355).png,benign (355).png,benign,0,1,Dataset_BUSI\benign\benign (355)_mask.png,207,5af6abdb1a6867ab4345bfe7c890e30d
Dataset_BUSI\benign\benign (356).png,benign (356).png,benign,0,1,Dataset_BUSI\benign\benign (356)_mask.png,208,b28d77494bb63b4cb332e60e8e7357f4
Dataset_BUSI\benign\benign (357).png,benign (357).png,benign,0,1,Dataset_BUSI\benign\benign (357)_mask.png,209,dacd969d7753a5eeb88e0454f6322542
Dataset_BUSI\benign\benign (358).png,benign (358).png,benign,0,1,Dataset_BUSI\benign\benign (358)_mask.png,210,4e64d03f382d718d47e1a40e305b2408
Dataset_BUSI\benign\benign (359).png,benign (359).png,benign,0,1,Dataset_BUSI\benign\benign (359)_mask.png,211,e06de2c1591424fa37ca221c922bab1f
Dataset_BUSI\benign\benign (36).png,benign (36).png,benign,0,1,Dataset_BUSI\benign\benign (36)_mask.png,212,5d7a412dc2f8eb0b30485f9b9096d906
Dataset_BUSI\benign\benign (360).png,benign (360).png,benign,0,1,Dataset_BUSI\benign\benign (360)_mask.png,213,3a18be03d80e3c3c0788365769dbe928
Dataset_BUSI\benign\benign (361).png,benign (361).png,benign,0,1,Dataset_BUSI\benign\benign (361)_mask.png,214,12efa2ce75ab86faf9126c7a3dc6510f
Dataset_BUSI\benign\benign (362).png,benign (362).png,benign,0,1,Dataset_BUSI\benign\benign (362)_mask.png,215,f0c40f8376222498f850ec424abec296
Dataset_BUSI\benign\benign (363).png,benign (363).png,benign,0,1,Dataset_BUSI\benign\benign (363)_mask.png,216,ba588434a9f88d82a702542ce3d83dac
Dataset_BUSI\benign\benign (364).png,benign (364).png,benign,0,1,Dataset_BUSI\benign\benign (364)_mask.png,217,b3db8ec6eb52e6d4f378ec6d36850a3f
Dataset_BUSI\benign\benign (365).png,benign (365).png,benign,0,1,Dataset_BUSI\benign\benign (365)_mask.png,218,79b0e9b86dd284cf34b1533385e68496
Dataset_BUSI\benign\benign (366).png,benign (366).png,benign,0,1,Dataset_BUSI\benign\benign (366)_mask.png,219,bd3f4ec119e2a027e0eff4b6d47699df
Dataset_BUSI\benign\benign (367).png,benign (367).png,benign,0,1,Dataset_BUSI\benign\benign (367)_mask.png,220,68e81a7ee09c7c0949aa0eabf6ebf595
Dataset_BUSI\benign\benign (368).png,benign (368).png,benign,0,1,Dataset_BUSI\benign\benign (368)_mask.png,221,5a1c76f59794c44b02a9a65ecce928bb
Dataset_BUSI\benign\benign (369).png,benign (369).png,benign,0,1,Dataset_BUSI\benign\benign (369)_mask.png,222,1361cd2e385328c3aa852afd644f3d4f
Dataset_BUSI\benign\benign (37).png,benign (37).png,benign,0,1,Dataset_BUSI\benign\benign (37)_mask.png,29,c5eab96503aad526430941de7270a66c
Dataset_BUSI\benign\benign (370).png,benign (370).png,benign,0,1,Dataset_BUSI\benign\benign (370)_mask.png,223,a5a54fd5ec96e7ad0c64d058624cc880
Dataset_BUSI\benign\benign (371).png,benign (371).png,benign,0,1,Dataset_BUSI\benign\benign (371)_mask.png,224,8fd8d57265b5278f1e7308ee8f661578
Dataset_BUSI\benign\benign (372).png,benign (372).png,benign,0,1,Dataset_BUSI\benign\benign (372)_mask.png,225,b3c377e691689c836da1c8115a372e39
Dataset_BUSI\benign\benign (373).png,benign (373).png,benign,0,1,Dataset_BUSI\benign\benign (373)_mask.png,226,606e3c7215010a8bce2b5113f30189f4
Dataset_BUSI\benign\benign (374).png,benign (374).png,benign,0,1,Dataset_BUSI\benign\benign (374)_mask.png,227,43f78f573f8eb36c30ec0e884b8e3d06
Dataset_BUSI\benign\benign (375).png,benign (375).png,benign,0,1,Dataset_BUSI\benign\benign (375)_mask.png,228,46a33d8eff8f9d1e09a048b08d3d6e97
Dataset_BUSI\benign\benign (376).png,benign (376).png,benign,0,1,Dataset_BUSI\benign\benign (376)_mask.png,229,c159d74d2ab2246a02c10a8a3b17fcd8
Dataset_BUSI\benign\benign (377).png,benign (377).png,benign,0,1,Dataset_BUSI\benign\benign (377)_mask.png,230,d72e5c8cb4b1080fe7487355acae74f5
Dataset_BUSI\benign\benign (378).png,benign (378).png,benign,0,1,Dataset_BUSI\benign\benign (378)_mask.png,231,b74e91ac79431229475179216ad04e26
Dataset_BUSI\benign\benign (379).png,benign (379).png,benign,0,1,Dataset_BUSI\benign\benign (379)_mask.png,232,7bba4b8449a08aa4cf79a0b350656509
Dataset_BUSI\benign\benign (38).png,benign (38).png,benign,0,1,Dataset_BUSI\benign\benign (38)_mask.png,35,84def5a0b4e345b7f4a279d5c69cdd91
Dataset_BUSI\benign\benign (380).png,benign (380).png,benign,0,1,Dataset_BUSI\benign\benign (380)_mask.png,233,c596c83de3e21277f42417db965f2c4f
Dataset_BUSI\benign\benign (381).png,benign (381).png,benign,0,1,Dataset_BUSI\benign\benign (381)_mask.png,234,5c958164906124aef0a3cc4ab2cd23e8
Dataset_BUSI\benign\benign (382).png,benign (382).png,benign,0,1,Dataset_BUSI\benign\benign (382)_mask.png,235,112543d2e6a5f8cc25f761f7acd73d7d
Dataset_BUSI\benign\benign (383).png,benign (383).png,benign,0,1,Dataset_BUSI\benign\benign (383)_mask.png,236,d5bf26bff92b2e4e5e2aac3e005d8488
Dataset_BUSI\benign\benign (384).png,benign (384).png,benign,0,1,Dataset_BUSI\benign\benign (384)_mask.png,237,8b78ebe1970be0785558b7d133c37389
Dataset_BUSI\benign\benign (385).png,benign (385).png,benign,0,1,Dataset_BUSI\benign\benign (385)_mask.png,238,e958b691f80e4fa4b6d451f2a332f286
Dataset_BUSI\benign\benign (386).png,benign (386).png,benign,0,1,Dataset_BUSI\benign\benign (386)_mask.png,239,72b3a4e9045aa7cddc8e4fc37a438173
Dataset_BUSI\benign\benign (387).png,benign (387).png,benign,0,1,Dataset_BUSI\benign\benign (387)_mask.png,240,7c993648ec80823cd7f1b47d167ffbbb
Dataset_BUSI\benign\benign (388).png,benign (388).png,benign,0,1,Dataset_BUSI\benign\benign (388)_mask.png,241,1f4e093ba4ada12a79fc7c17c04f0ab5
Dataset_BUSI\benign\benign (389).png,benign (389).png,benign,0,1,Dataset_BUSI\benign\benign (389)_mask.png,242,4276d2dfcc38865be2e03553ac13a8ce
Dataset_BUSI\benign\benign (39).png,benign (39).png,benign,0,1,Dataset_BUSI\benign\benign (39)_mask.png,243,156855de93e7a0864423fdb0ce43472b
Dataset_BUSI\benign\benign (390).png,benign (390).png,benign,0,1,Dataset_BUSI\benign\benign (390)_mask.png,244,d7d3a1b9bab27689deac730fc2a603b8
Dataset_BUSI\benign\benign (391).png,benign (391).png,benign,0,1,Dataset_BUSI\benign\benign (391)_mask.png,245,c8a3b10dd0e76c7fc2e8c223f128159e
Dataset_BUSI\benign\benign (392).png,benign (392).png,benign,0,1,Dataset_BUSI\benign\benign (392)_mask.png,246,b36217c6dd23e2434b1f46f9b7ef4800
Dataset_BUSI\benign\benign (393).png,benign (393).png,benign,0,1,Dataset_BUSI\benign\benign (393)_mask.png,247,81f2bad7aa3d956433d360e49449400b
Dataset_BUSI\benign\benign (394).png,benign (394).png,benign,0,1,Dataset_BUSI\benign\benign (394)_mask.png,248,f982e856f1a2c4575e59f4e8659b733e
Dataset_BUSI\benign\benign (395).png,benign (395).png,benign,0,1,Dataset_BUSI\benign\benign (395)_mask.png,249,1312d5db8b7aa2279f6c7b162505291f
Dataset_BUSI\benign\benign (396).png,benign (396).png,benign,0,1,Dataset_BUSI\benign\benign (396)_mask.png,250,368232da6e45d9a5475e3186bd822062
Dataset_BUSI\benign\benign (397).png,benign (397).png,benign,0,1,Dataset_BUSI\benign\benign (397)_mask.png,251,05c4e35c5cfdeec52b6e0e28b0aadc0b
Dataset_BUSI\benign\benign (398).png,benign (398).png,benign,0,1,Dataset_BUSI\benign\benign (398)_mask.png,252,45db06af7e79ed239470c5f8f06c2eba
Dataset_BUSI\benign\benign (399).png,benign (399).png,benign,0,1,Dataset_BUSI\benign\benign (399)_mask.png,253,8bb5eaf95738d3bfd4cdb6ca5f6b00d5
Dataset_BUSI\benign\benign (4).png,benign (4).png,benign,0,2,Dataset_BUSI\benign\benign (4)_mask.png|Dataset_BUSI\benign\benign (4)_mask_1.png,178,66a628aedeca80c58a7223303a8fb4c0
Dataset_BUSI\benign\benign (40).png,benign (40).png,benign,0,1,Dataset_BUSI\benign\benign (40)_mask.png,254,66ddea6827be777cb3272d443b95f293
